userid	timestamp	arm_pool
68	1287299874000	[6020, 33187, 68065, 59293, 59863, 39894, 6853, 34389, 61717, 75604, 88826, 23574, 94020, 4390, 21165, 57448, 60702, 72121, 65969, 95239, 87873, 97907, 57793, 28410, 46145]
915	1274106777000	[70162, 64708, 91972, 8353, 27557, 44437, 62442, 52721, 625, 30842, 21396, 39042, 27349, 58869, 103750, 81266, 62309, 44614, 7957, 71971, 92376, 57363, 1219, 2149, 25185]
600	1271429931000	[34290, 57516, 27361, 51696, 85456, 99608, 55639, 97750, 84541, 83269, 17043, 22733, 45650, 80749, 19878, 71735, 68681, 74843, 53172, 15811, 46497, 44550, 63405, 37571, 42997]
1370	1192223748000	[14133, 70121, 83765, 8264, 9147, 53225, 63297, 53879, 87032, 78605, 106907, 80537, 45458, 25315, 23283, 83629, 81998, 9522, 96327, 24682, 57983, 84868, 91613, 26705, 44692]
263	1288476164000	[22432, 96476, 7742, 66438, 65190, 7105, 17229, 87557, 16656, 31445, 100071, 106661, 79591, 23316, 68310, 96519, 103264, 10315, 41258, 82975, 35213, 58584, 24109, 38565, 24342]
1634	1286401977000	[14096, 58163, 11515, 55991, 69611, 91450, 51349, 14685, 67791, 67012, 14250, 11880, 6158, 42844, 36306, 14725, 99577, 78743, 42288, 21532, 5588, 32312, 29666, 85020, 105072]
1617	1268919631000	[6688, 32153, 84508, 40382, 25855, 772, 8867, 27311, 21149, 107068, 21287, 67513, 39962, 53781, 104906, 11060, 49162, 6296, 50395, 94853, 51689, 88641, 29852, 43440, 102727]
1218	1273759872000	[91195, 56919, 14509, 11132, 62994, 41641, 36057, 28461, 62741, 2238, 80357, 9482, 656, 39161, 28866, 36593, 93319, 98225, 15185, 8510, 17694, 41669, 34050, 31640, 23475]
1122	1285845867000	[84518, 6521, 4249, 80382, 54775, 10484, 64808, 35857, 63783, 31078, 20197, 75351, 106684, 15971, 35069, 71847, 75657, 82392, 85175, 44422, 71210, 16053, 105103, 56319, 60656]
1668	1258552940000	[16573, 42911, 7862, 88966, 23823, 61184, 99651, 83215, 10749, 98702, 64640, 17792, 2888, 90951, 25498, 38133, 22311, 4801, 82831, 1600, 26990, 94396, 43395, 96325, 51869]
1163	1229662945000	[87118, 64537, 56373, 8089, 15631, 95906, 98666, 5532, 96865, 104870, 35671, 51648, 79438, 433, 34054, 101439, 73753, 34811, 87986, 45302, 68620, 73045, 2811, 58865, 8411]
551	1273027190000	[44841, 104873, 104959, 46811, 17188, 48160, 42107, 96312, 6832, 28100, 84375, 13251, 62023, 47581, 75694, 13372, 45220, 71531, 45223, 9696, 95781, 78168, 101290, 14842, 72996]
1565	1286474937000	[9084, 38626, 57773, 51958, 9997, 34474, 11645, 15559, 17363, 88193, 74712, 92168, 30187, 69126, 12382, 64641, 8319, 5548, 93669, 22870, 24081, 37553, 54029, 97490, 58502]
1226	1254828397000	[47563, 56197, 38500, 42098, 19994, 10711, 39478, 9163, 97876, 72039, 11573, 102346, 51382, 17672, 11666, 93230, 64462, 10626, 9006, 41859, 91097, 62060, 43086, 48553, 61795]
1821	1269614542000	[27637, 45268, 77870, 28524, 861, 4125, 22389, 46163, 20456, 43085, 63981, 71750, 31160, 63611, 57529, 77828, 50982, 4543, 46238, 84569, 25829, 69274, 55432, 41024, 53402]
863	1288989867000	[66576, 54999, 48965, 95557, 80242, 34258, 57766, 105851, 1704, 22289, 102647, 69081, 57277, 86173, 52347, 85372, 32985, 12193, 2647, 104933, 81459, 16740, 67329, 66759, 23077]
855	1278014349000	[66215, 102547, 77870, 5475, 47383, 42892, 80493, 99644, 44397, 44769, 5725, 61513, 93018, 17022, 99948, 42063, 72171, 70802, 39410, 101508, 10604, 43955, 64865, 12927, 30686]
1116	1242684265000	[84085, 68382, 45432, 63262, 78226, 63301, 48912, 14971, 44907, 75244, 101087, 100321, 55048, 61182, 65922, 73982, 8426, 30072, 31975, 19983, 20414, 21015, 37192, 29819, 83067]
550	1261425382000	[44765, 26441, 76129, 64555, 66837, 30365, 106656, 19484, 70925, 57723, 14379, 40091, 80930, 99829, 33194, 57129, 19555, 106325, 31472, 57961, 42481, 94229, 82926, 56137, 19746]
1406	1270840325000	[103918, 4384, 23299, 57421, 70772, 107172, 9678, 84593, 9330, 57962, 44107, 30821, 53754, 43425, 34688, 34492, 11647, 4467, 392, 33749, 101867, 67447, 21068, 74101, 100015]
1356	1257279934000	[100428, 67949, 13741, 10040, 104568, 25212, 100564, 70080, 20633, 8517, 91936, 75349, 95182, 105326, 6658, 41283, 51672, 91214, 77213, 16646, 14453, 16093, 30950, 3710, 7446]
586	1284385896000	[47424, 40232, 61119, 27848, 81939, 102149, 97691, 39350, 17573, 18672, 12019, 67279, 27356, 44907, 2827, 88737, 2010, 55789, 43548, 12321, 43183, 9959, 31753, 74551, 101924]
1606	1281719862000	[12366, 53777, 21610, 11352, 17197, 60612, 25485, 90257, 46252, 94675, 52390, 91755, 72504, 85678, 34571, 52382, 6468, 106379, 65404, 77276, 16735, 55392, 23868, 25459, 22887]
154	1286527650000	[13483, 49686, 86183, 30857, 31166, 41446, 8354, 68680, 56208, 74209, 50548, 32178, 50781, 85497, 32412, 86032, 21135, 25324, 92543, 86867, 54378, 56144, 56731, 105390, 47953]
1184	1273185682000	[88599, 68735, 62055, 12003, 18740, 8227, 87294, 21211, 2786, 11479, 7435, 66764, 83249, 90315, 81085, 41511, 86085, 18480, 25919, 101771, 76516, 21093, 60068, 29513, 104891]
1748	1288907676000	[22175, 69288, 79147, 78483, 4777, 27732, 22577, 37909, 48750, 101691, 87737, 84018, 27154, 81647, 18788, 7581, 23628, 55489, 2715, 11237, 63619, 99017, 83813, 19631, 16936]
736	1266825157000	[57735, 56163, 60195, 69511, 30574, 74973, 97755, 45248, 51071, 40344, 32497, 66369, 1530, 78962, 41427, 191, 47428, 19647, 56101, 102749, 101676, 36119, 58500, 101836, 20922]
80	1283514815000	[7183, 34738, 4738, 23687, 58991, 89935, 98124, 52749, 90846, 99690, 13079, 100453, 54835, 30621, 20133, 44937, 49182, 87081, 90644, 83157, 34760, 58559, 9789, 69407, 19307]
1475	1287517540000	[1519, 67172, 43474, 11952, 82962, 51930, 47666, 92483, 106589, 6047, 44997, 29402, 75627, 66228, 99417, 11305, 85923, 58726, 94783, 52399, 92140, 57891, 58250, 101700, 26266]
1226	1226432559000	[91658, 55593, 36962, 56054, 33397, 69033, 90811, 35243, 64394, 6522, 93385, 41377, 51504, 40164, 25889, 22931, 91227, 85198, 31980, 8759, 64766, 41588, 20698, 89898, 3855]
1796	1244847906000	[25967, 28758, 86835, 13874, 58089, 78822, 1125, 106869, 3053, 64805, 30410, 52674, 62343, 68146, 34851, 450, 33964, 97431, 31581, 16601, 52629, 69338, 58031, 56014, 102572]
1212	1285731207000	[90737, 62724, 54560, 99980, 105306, 68640, 57445, 5421, 64849, 55006, 87388, 31579, 24944, 73146, 70132, 89530, 12288, 105818, 5031, 79570, 39193, 45020, 97754, 18292, 33842]
550	1262178654000	[44764, 89868, 63681, 73992, 52615, 99133, 17801, 46491, 90907, 21068, 35396, 22138, 5611, 9981, 20032, 71827, 18612, 40411, 83987, 29576, 101465, 86155, 27897, 103169, 98775]
1747	1289225175000	[22071, 75310, 63003, 4644, 106800, 103339, 4812, 53366, 84163, 37606, 44626, 68723, 76082, 103482, 35834, 61871, 76439, 29145, 73871, 17335, 53808, 98905, 21178, 59866, 83993]
659	1288600559000	[6790, 8264, 92430, 89658, 54307, 54455, 34135, 64945, 6726, 47425, 40465, 73927, 19960, 51607, 94811, 76124, 65986, 62935, 87512, 56407, 98612, 58340, 75781, 17827, 49835]
1378	1276020573000	[101998, 44528, 53692, 16123, 57581, 14702, 92839, 8578, 49061, 54998, 19697, 64638, 33458, 46500, 89700, 56913, 57938, 90606, 57242, 46573, 106718, 70646, 29282, 99389, 56266]
1101	1286952920000	[83042, 66648, 10784, 8263, 6210, 60755, 72712, 22567, 49414, 7899, 26266, 34946, 16967, 4707, 66048, 58494, 25055, 65761, 1789, 60002, 78204, 78277, 19502, 76437, 20756]
1281	1275997063000	[95557, 54761, 43133, 105662, 42662, 98787, 99615, 90670, 104343, 70774, 88814, 92039, 85844, 65445, 31054, 19078, 54199, 29055, 106301, 37736, 69242, 90296, 100233, 83528, 36500]
154	1287591587000	[13429, 36368, 16173, 49211, 25404, 35040, 70000, 60177, 8759, 15656, 101082, 89758, 51568, 16131, 78744, 16575, 46561, 68441, 58202, 60080, 39977, 14844, 79434, 64429, 90128]
1490	1280476663000	[2828, 104881, 23173, 6210, 8635, 18414, 50078, 52111, 49406, 72515, 67312, 74569, 48836, 52408, 94345, 80955, 45092, 51512, 47576, 48613, 10361, 11455, 86851, 2481, 105102]
1776	1278940661000	[24455, 15648, 46244, 40778, 64829, 94441, 71818, 95501, 74944, 38275, 51587, 36493, 73385, 79254, 27559, 45026, 11689, 99791, 24742, 98390, 12406, 8196, 93463, 104009, 30090]
1620	1225908583000	[13277, 89477, 86186, 48886, 63024, 82385, 13369, 85605, 61112, 105253, 16404, 19281, 98052, 61125, 71337, 77397, 85006, 56048, 33492, 61019, 89546, 10828, 85244, 4717, 12399]
976	1264527309000	[13306, 6461, 85465, 11296, 18831, 99963, 84063, 25334, 58034, 95419, 75312, 67737, 101712, 3375, 72837, 72184, 15849, 17173, 46811, 34667, 6755, 5810, 34953, 42513, 89412]
1823	1284386119000	[27821, 56906, 62084, 35838, 84637, 29072, 81078, 84932, 16551, 5529, 103278, 13548, 91105, 31528, 97082, 70786, 7963, 77245, 78790, 58889, 94671, 104897, 64428, 12799, 106218]
296	1284922204000	[25274, 6814, 11060, 48950, 47201, 49049, 44158, 1490, 38932, 1415, 33016, 70226, 6922, 58217, 36125, 7161, 46253, 51671, 82836, 74824, 57947, 94028, 82823, 37726, 18713]
1025	1225087148000	[78011, 21392, 16979, 67798, 97404, 101283, 74828, 41158, 105421, 15495, 3182, 59871, 23293, 7736, 53665, 106493, 67355, 49007, 49516, 3363, 60637, 86799, 66817, 24877, 8322]
562	1271200240000	[45734, 24877, 107230, 67601, 54090, 313, 27859, 23989, 64018, 94179, 19781, 11675, 88582, 34924, 34655, 10655, 90922, 50794, 81854, 25516, 14614, 19953, 55282, 48156, 10605]
962	1288041769000	[73551, 5539, 47930, 10953, 58715, 58765, 52623, 61613, 23460, 16182, 64261, 53808, 86343, 62147, 94164, 62836, 17539, 402, 58938, 95714, 17714, 14017, 77902, 82928, 44380]
327	1285782367000	[15984, 28784, 6645, 15572, 100382, 90865, 105773, 102517, 31850, 60641, 45568, 11529, 17315, 24101, 80906, 72913, 32136, 10376, 68971, 42958, 57144, 4980, 12115, 23471, 74255]
65	1275539356000	[5777, 29530, 77785, 54581, 104250, 79604, 28008, 3198, 44265, 101703, 90621, 75657, 53255, 37962, 102637, 106653, 27554, 81635, 44375, 8878, 11191, 3038, 94237, 94308, 31864]
1226	1231255177000	[91612, 56383, 19283, 32526, 99714, 59105, 55287, 36511, 87517, 60980, 62046, 67633, 71182, 9314, 51148, 34030, 94436, 52621, 20932, 35982, 22789, 10852, 14322, 36869, 11875]
1178	1225298965000	[88129, 85943, 37288, 65097, 34175, 90812, 55469, 97467, 75804, 95006, 14726, 21221, 66332, 5327, 4556, 97619, 68758, 91772, 12758, 58878, 6139, 91793, 98053, 58965, 94365]
1849	1198293224000	[29495, 45909, 1219, 9332, 19167, 20634, 3458, 69590, 56101, 24680, 28470, 15168, 91755, 66418, 58568, 58494, 64681, 60725, 55169, 92545, 21289, 31499, 82051, 102752, 14386]
161	1284570118000	[14080, 62810, 49428, 5329, 48425, 13869, 23339, 39190, 31986, 36973, 49180, 23452, 91935, 38703, 10390, 32013, 67369, 69375, 21265, 101179, 1152, 63860, 39374, 39405, 75624]
606	1288566472000	[49045, 23459, 5416, 51958, 77569, 6215, 35935, 30045, 105175, 79160, 81763, 22573, 104152, 41259, 30270, 70442, 10716, 54624, 37093, 29824, 89788, 89132, 12114, 1541, 16154]
712	1253305217000	[56137, 96115, 83689, 57649, 64524, 49552, 38301, 94531, 8743, 30479, 84808, 21542, 48459, 70554, 26716, 2160, 88923, 50824, 20482, 14028, 13241, 84879, 102953, 15425, 21543]
424	1275273504000	[35783, 66547, 85703, 79546, 77539, 8212, 57597, 4301, 32332, 92057, 20679, 24820, 76578, 83993, 13393, 37721, 64189, 36029, 90853, 104736, 51449, 62757, 18380, 62777, 63873]
1419	1273602251000	[104872, 34955, 78409, 70645, 101533, 95886, 106733, 102844, 35606, 52588, 2136, 6472, 33089, 91139, 37678, 84612, 81400, 53442, 67994, 8766, 54770, 79843, 90296, 21907, 8829]
1202	1285182153000	[90047, 40091, 49742, 70633, 25609, 37121, 66861, 52728, 90540, 69997, 29849, 12256, 9981, 13960, 91815, 55579, 3081, 91186, 11050, 30896, 74185, 68356, 5951, 38144, 6649]
1124	1225975041000	[84729, 58649, 79796, 91600, 101838, 57285, 9449, 13523, 97990, 93357, 31510, 42934, 23487, 7573, 100419, 83358, 94229, 22127, 18848, 41229, 42913, 54246, 41496, 48988, 84145]
80	1271245369000	[7240, 100000, 98988, 48750, 55053, 81897, 76071, 64251, 17969, 17300, 83284, 13624, 58017, 48584, 17028, 5974, 104108, 26919, 45057, 94568, 107151, 85493, 102558, 46392, 37560]
201	1287257851000	[17332, 4003, 65247, 77542, 75882, 47886, 40412, 78927, 77672, 27866, 104090, 9600, 7291, 60114, 87284, 82828, 86858, 91348, 4367, 56341, 84029, 31305, 18352, 96125, 82844]
186	1288492172000	[16135, 90648, 59779, 94028, 81006, 53796, 107089, 72945, 87173, 5105, 56527, 11131, 36950, 80333, 50643, 32135, 89721, 98296, 24038, 5239, 54901, 91210, 14011, 99772, 89842]
1779	1236866599000	[24680, 76613, 6478, 21107, 58593, 28753, 93862, 64733, 72506, 52025, 24482, 62969, 10290, 35757, 83186, 71381, 104621, 38112, 43543, 49030, 27478, 12070, 95949, 92395, 79966]
1124	1232299017000	[84680, 106211, 81297, 25977, 84590, 65970, 84268, 24035, 82192, 59956, 71467, 24448, 34826, 4824, 54721, 76275, 15217, 94762, 50141, 18409, 6406, 55211, 54102, 37424, 31329]
854	1275164176000	[66187, 65105, 96166, 11587, 27643, 76961, 23268, 94863, 4471, 15152, 18538, 37373, 7121, 28948, 65085, 87885, 69996, 99068, 26594, 16447, 55105, 94484, 2010, 46358, 27522]
31	1264509374000	[2686, 77039, 92662, 102032, 1471, 8859, 92750, 2126, 29036, 86237, 60833, 73266, 26208, 25998, 73581, 12475, 48520, 67010, 81441, 36507, 49109, 14464, 71858, 65108, 99360]
317	1288133068000	[26951, 105577, 97727, 83515, 51642, 1293, 35459, 59230, 26645, 96705, 94717, 48341, 9372, 102725, 47653, 8004, 2250, 35179, 70423, 55672, 24653, 4203, 19792, 52710, 100990]
400	1284922117000	[33815, 105306, 6957, 89016, 20491, 31138, 27372, 32182, 15202, 46808, 83901, 4473, 81437, 61759, 20894, 48358, 53417, 9696, 80142, 88416, 77529, 80303, 24334, 50448, 23849]
665	1264542416000	[53186, 58065, 18620, 28828, 5621, 10448, 64991, 41171, 63997, 86858, 35378, 94743, 104497, 38500, 14100, 12838, 37296, 57722, 1309, 11979, 57259, 47018, 6583, 97102, 31096]
1270	1271444236000	[94747, 77928, 12204, 65344, 76263, 86486, 21389, 5105, 87137, 20666, 64883, 39203, 30566, 57927, 106206, 75451, 90130, 65018, 50992, 11107, 47296, 40927, 89096, 5245, 42112]
1360	1221371275000	[100762, 94525, 37727, 81427, 41811, 17144, 35822, 67244, 16129, 11211, 29431, 61759, 37425, 54557, 23068, 97443, 13942, 26233, 55506, 1532, 9881, 18397, 76, 11117, 25454]
745	1288593403000	[58233, 47687, 8612, 83410, 15089, 43769, 20661, 28483, 96923, 83242, 100984, 94710, 18868, 7125, 25819, 17098, 56051, 70658, 93589, 96687, 4979, 10439, 26367, 27131, 41481]
1702	1225287702000	[19108, 46897, 31564, 99888, 1256, 91704, 23583, 45934, 49309, 80171, 12304, 38318, 64081, 3869, 82746, 10418, 7952, 85949, 3607, 89260, 71363, 2540, 23536, 18942, 69608]
1238	1225249052000	[92691, 81100, 103749, 32068, 95772, 101570, 31086, 5963, 104600, 30796, 11308, 32314, 107142, 72349, 72983, 16550, 75565, 38326, 43206, 96467, 67327, 96266, 27593, 78188, 39392]
879	1229539751000	[67684, 59432, 84858, 11562, 33452, 70418, 43398, 102076, 48958, 41271, 46073, 54029, 42580, 44203, 84597, 24749, 26287, 5545, 59423, 25819, 10266, 13650, 29035, 23550, 22854]
901	1280227035000	[69111, 9643, 89013, 77948, 86004, 32264, 12178, 10284, 80370, 40044, 89082, 19152, 2411, 73561, 101795, 50651, 78980, 78228, 78209, 21641, 57674, 92598, 87646, 1105, 48759]
1742	1231692376000	[21823, 30399, 12265, 105090, 74120, 98207, 51202, 62517, 7546, 35235, 80461, 6426, 4829, 101867, 45519, 106339, 14610, 56792, 70925, 42245, 30772, 103151, 22043, 85856, 72079]
1731	1286496841000	[21204, 67038, 63926, 58670, 3506, 43192, 70904, 52115, 102577, 62635, 95967, 68598, 43971, 54968, 25681, 68292, 47987, 81067, 9124, 20106, 53172, 64049, 24016, 5260, 54753]
627	1274009753000	[50567, 26378, 55970, 22984, 7714, 12020, 88092, 40656, 14129, 35095, 39547, 7223, 99178, 48825, 83165, 7202, 92420, 7843, 104213, 8926, 102860, 62724, 34313, 17081, 76825]
1386	1243736601000	[102679, 10456, 24090, 85178, 11876, 86912, 58666, 26016, 8853, 106309, 86124, 12950, 64320, 92019, 45689, 71426, 12963, 91239, 103693, 5926, 8834, 5304, 102156, 87559, 54025]
1552	1263748678000	[7971, 54879, 95642, 65223, 42759, 22498, 4599, 43130, 94330, 87301, 102356, 88464, 59518, 48176, 102485, 69040, 89815, 57324, 78521, 99521, 43949, 77981, 42637, 56189, 21729]
1133	1191930159000	[85293, 35109, 4829, 90105, 25676, 18727, 101795, 103006, 78981, 31772, 12414, 7877, 94079, 22591, 72457, 96865, 52239, 77991, 40628, 28071, 64062, 13353, 51337, 92747, 37506]
712	1256414884000	[56110, 43875, 42471, 61779, 107058, 22087, 44002, 75253, 918, 27142, 89735, 98554, 29963, 87965, 23453, 32191, 74563, 48491, 46982, 51773, 3624, 84916, 21169, 31178, 96889]
836	1256470365000	[64879, 56379, 32283, 49399, 22741, 13766, 103201, 57452, 16798, 9458, 61175, 90653, 43057, 24171, 82271, 51886, 12243, 26652, 22763, 36447, 71345, 21029, 48067, 31303, 32974]
627	1280167505000	[50549, 76515, 75177, 75263, 94110, 55673, 10269, 54168, 73807, 36514, 90145, 51816, 54881, 96847, 7420, 12953, 48041, 96445, 74814, 4524, 16767, 33028, 63372, 66100, 1782]
869	1285073334000	[66998, 72837, 3404, 15840, 9389, 74453, 64686, 56253, 104641, 42278, 92690, 23077, 96078, 80725, 74325, 83629, 22499, 104090, 97583, 94873, 9373, 1081, 81229, 38126, 18626]
1715	1260021170000	[20139, 17607, 37488, 44378, 104959, 84222, 81633, 16857, 5005, 78811, 81245, 44283, 965, 41, 107160, 14036, 50403, 10723, 36574, 93523, 36376, 60806, 10677, 10853, 13393]
1532	1227591491000	[6062, 84807, 52558, 2606, 7081, 32580, 98729, 90910, 61545, 95414, 25542, 41203, 46402, 56925, 42182, 73151, 16533, 75115, 37879, 78175, 47223, 23297, 69225, 2400, 25996]
1490	1285608198000	[2764, 75494, 100316, 3515, 16155, 20756, 28267, 100478, 58835, 99375, 91927, 53974, 67286, 83262, 59382, 66367, 100230, 19373, 88353, 39283, 59891, 84035, 56902, 9223, 37266]
158	1285081706000	[13782, 89878, 84035, 16058, 64290, 14283, 67534, 56080, 68699, 49208, 57101, 87034, 78083, 55366, 13852, 98105, 102071, 90430, 101186, 77270, 91721, 105622, 53611, 93195, 43325]
253	1288750557000	[17928, 58035, 18164, 3402, 75303, 48201, 84059, 6908, 66477, 95933, 37326, 83106, 104426, 21265, 46082, 67083, 20073, 94024, 87334, 81417, 104273, 60598, 23045, 68215, 61513]
1290	1271858775000	[96094, 30732, 15443, 39812, 7959, 28962, 11374, 47515, 104315, 17926, 36874, 69805, 72713, 46324, 11930, 102862, 54322, 85408, 47858, 56132, 91354, 8535, 5421, 20424, 93428]
229	1288875315000	[19664, 84736, 12067, 5755, 74981, 98747, 17997, 89900, 79638, 12145, 10517, 29380, 78744, 106326, 53423, 14858, 95228, 48648, 97483, 5528, 61107, 66452, 68428, 99471, 31086]
749	1282269068000	[58555, 6148, 64286, 74509, 15537, 101934, 39048, 73218, 105800, 36217, 10058, 67751, 8363, 19863, 31137, 82403, 42747, 24096, 17382, 46778, 78901, 54930, 2842, 71788, 85965]
1823	1287432787000	[27768, 106562, 77480, 100828, 104422, 247, 91473, 96577, 22987, 76877, 700, 92935, 47162, 56649, 105636, 102083, 64858, 46865, 4209, 64553, 29442, 83614, 29748, 98163, 44311]
1163	1237265470000	[87112, 64361, 4862, 55739, 33352, 103043, 78680, 98230, 7843, 78689, 12818, 28104, 38376, 31675, 32207, 70746, 47757, 14783, 37465, 45897, 23880, 59341, 36360, 32404, 90702]
599	1213848207000	[48570, 45593, 102327, 93468, 281, 6442, 105692, 67108, 22296, 94157, 14180, 69844, 94857, 104868, 102489, 69298, 38648, 37573, 12493, 19252, 69826, 18863, 104357, 56872, 18813]
911	1289317035000	[69870, 92606, 106987, 18831, 2770, 72484, 31272, 75171, 46547, 78582, 29531, 43472, 57495, 80531, 27863, 31501, 62309, 94444, 99840, 53584, 104291, 107071, 92703, 47407, 977]
468	1287537422000	[39334, 16578, 91794, 93765, 18812, 46765, 7626, 98909, 8062, 106172, 50120, 76093, 41698, 40048, 32775, 75218, 32926, 6408, 42226, 48797, 68444, 94852, 34031, 57064, 71034]
504	1287423941000	[41673, 76979, 75215, 19010, 20445, 71716, 71038, 69894, 73017, 59272, 103890, 40458, 10738, 15737, 13080, 8323, 99160, 93370, 60261, 3646, 80448, 6504, 61128, 18019, 14058]
