userid	timestamp	arm_pool
923	1291158000000	[945, 18434, 3710, 10374, 2658, 8417, 13214, 11004, 6301, 6562, 11060, 7521, 6894, 16030, 2102, 18625, 12163, 12116, 18552, 15541, 518, 14721, 11736, 482, 17653]
64	1201820400000	[3281, 10321, 5621, 16160, 8157, 14225, 5162, 14057, 17294, 11733, 9860, 5297, 2553, 6213, 10338, 865, 4409, 629, 10151, 6400, 7142, 6704, 2670, 13616, 11441]
1551	1201820400000	[16253, 7211, 13575, 4375, 3444, 16857, 3108, 4234, 7208, 12034, 5060, 7248, 1739, 7500, 16634, 13687, 18539, 5579, 245, 1933, 9571, 4566, 3085, 8991, 4165]
1815	1304677096420	[874, 8581, 4713, 12957, 16894, 4437, 9163, 6969, 17279, 3103, 726, 9296, 7806, 7452, 1055, 5109, 13357, 2894, 3123, 17118, 14568, 12351, 8051, 8950, 11703]
923	1262300400000	[3593, 6861, 2829, 8570, 5415, 12477, 7416, 3885, 11083, 3130, 679, 13638, 3282, 11033, 2154, 14015, 5645, 17818, 3594, 395, 2670, 12927, 17218, 1557, 3078]
535	1293836400000	[6119, 382, 7076, 13553, 15553, 2036, 3797, 11976, 10931, 7527, 13730, 3754, 7177, 9562, 920, 8048, 5188, 8743, 1063, 3286, 4619, 17484, 16727, 8649, 14661]
100	1251756000000	[1415, 6795, 3275, 17683, 15053, 2867, 14078, 2085, 5288, 939, 9226, 6178, 6544, 5302, 15869, 14372, 323, 2762, 18339, 8301, 10068, 737, 9818, 14057, 3532]
212	1233442800000	[16661, 14091, 2339, 4949, 3068, 3871, 11552, 4552, 5759, 12950, 12365, 10676, 10262, 908, 637, 86, 10225, 6694, 4636, 2205, 1487, 13052, 12032, 6373, 16913]
509	1270072800000	[3706, 13086, 6237, 67, 2337, 18710, 12555, 4361, 16030, 15610, 7205, 4884, 4322, 631, 3791, 8947, 7915, 9943, 11347, 11388, 3927, 13431, 12566, 4853, 5437]
1662	1275343200000	[16950, 637, 14353, 12964, 1556, 9632, 1072, 16323, 13084, 14052, 1942, 16164, 2111, 302, 9236, 357, 7717, 14127, 12128, 9444, 10583, 13397, 12522, 13340, 559]
832	1230764400000	[12585, 9571, 11794, 140, 3547, 5172, 2983, 3030, 10561, 18314, 6761, 7637, 12799, 13676, 8649, 11743, 12612, 7523, 10752, 9606, 9650, 17148, 9128, 2879, 5365]
1086	1291158000000	[289, 3287, 16143, 9959, 7748, 10171, 7904, 14588, 3897, 3094, 7906, 15600, 10303, 5267, 9161, 2682, 16249, 18653, 6510, 3413, 11223, 6380, 4621, 13174, 480]
945	1185919200000	[3460, 5198, 13991, 904, 4983, 11377, 17059, 8935, 5109, 11861, 2021, 487, 8247, 18625, 6820, 14764, 6570, 4948, 16505, 7806, 6032, 13835, 3880, 12126, 3995]
1741	294357600000	[250, 7991, 12752, 16862, 16187, 880, 2844, 5151, 5127, 5879, 17620, 8231, 6906, 18030, 15889, 16169, 17525, 11188, 5039, 9079, 1696, 18346, 1389, 10092, 13208]
923	1298934000000	[77, 17766, 5505, 7683, 16313, 143, 557, 9416, 4688, 9343, 4287, 8688, 7157, 9764, 592, 13453, 9468, 13165, 7752, 8275, 15995, 17951, 3533, 2657, 13632]
45	1280613600000	[1673, 7583, 3367, 9631, 8601, 9034, 2784, 13842, 2958, 11148, 6528, 10418, 12710, 1889, 17350, 2446, 8588, 5432, 2001, 72, 7542, 4354, 2996, 3408, 53]
495	1277935200000	[7829, 7155, 678, 6931, 4938, 583, 3470, 83, 4104, 474, 11674, 2412, 17530, 13474, 5434, 7108, 12691, 10446, 1261, 1762, 18618, 14941, 1642, 1486, 2268]
703	1272664800000	[1395, 3406, 322, 12706, 289, 4878, 10000, 6827, 17124, 3863, 6475, 10436, 17488, 14286, 13650, 3971, 18176, 13139, 12941, 7623, 16367, 14500, 13812, 15765, 11654]
1889	1283292000000	[1814, 6035, 12434, 12528, 14986, 507, 3787, 9610, 5248, 5460, 14291, 3665, 5714, 1528, 11205, 14742, 1822, 17235, 17559, 3748, 37, 7437, 3641, 1775, 15955]
509	1212271200000	[1099, 13612, 2982, 6580, 17238, 8153, 949, 3581, 14613, 5216, 5500, 18203, 7080, 13039, 17150, 2473, 14569, 3073, 6891, 7649, 8551, 4328, 9567, 16289, 2098]
166	1228086000000	[3600, 13157, 7851, 13211, 18608, 13223, 11594, 5684, 3905, 2646, 2861, 12695, 10922, 7415, 11776, 6037, 9456, 15023, 444, 15626, 6567, 7292, 7661, 1283, 7934]
257	1212271200000	[5083, 15038, 7395, 1833, 3231, 2036, 12709, 15108, 12002, 7088, 1375, 10619, 11977, 6866, 14591, 1534, 15388, 947, 14956, 15755, 10750, 3588, 1988, 12777, 3875]
1510	1254348000000	[962, 16674, 10047, 926, 3412, 3090, 14016, 18173, 13810, 11722, 7281, 1297, 12244, 2648, 9931, 15717, 17766, 6668, 16692, 7342, 648, 4312, 5326, 6695, 1716]
132	1180648800000	[333, 15071, 1788, 11020, 12636, 14015, 4455, 17113, 2465, 1575, 12638, 13530, 1063, 13593, 9764, 4458, 18044, 2806, 13394, 13129, 12058, 1005, 15305, 3317, 12059]
1741	1146434400000	[183, 8271, 13738, 1264, 4252, 13347, 7256, 6930, 3257, 15254, 18256, 13506, 5797, 10997, 3875, 17110, 4216, 15782, 2769, 12447, 17117, 15957, 17520, 15748, 4270]
41	1288566000000	[2523, 1094, 12993, 10229, 17341, 12199, 12565, 7, 162, 16014, 513, 12692, 1629, 12477, 4018, 15157, 1616, 15775, 4330, 6836, 4727, 9768, 14749, 11918, 707]
923	1288566000000	[3601, 643, 9680, 3462, 17392, 3430, 438, 13467, 7497, 17283, 6214, 10636, 4040, 2907, 7723, 1051, 4596, 14779, 4191, 15614, 4227, 17344, 17234, 1097, 716]
754	1228086000000	[2429, 7231, 1098, 414, 8975, 4022, 9156, 814, 7301, 4249, 17992, 415, 4865, 3503, 6407, 12334, 16442, 3780, 1831, 14252, 11372, 2682, 3469, 2698, 4923]
923	1298934000000	[2031, 9144, 7534, 9651, 2889, 1390, 259, 18362, 8736, 12739, 4618, 11535, 3617, 8808, 3674, 12814, 2066, 5210, 15483, 8573, 1344, 17279, 16163, 11635, 10400]
1868	1264978800000	[292, 16708, 9855, 18629, 8790, 4703, 3270, 6187, 17967, 16380, 994, 3626, 6724, 8988, 17488, 779, 2093, 2341, 816, 18591, 1555, 5829, 17511, 14042, 834]
703	1291158000000	[3748, 9382, 15107, 4001, 18110, 14459, 1172, 3462, 5342, 4861, 11535, 8305, 8596, 9495, 3196, 7032, 359, 11315, 9825, 7925, 5531, 2075, 7928, 1777, 8946]
45	1280613600000	[1768, 18639, 4458, 14194, 4666, 10440, 2811, 4779, 5529, 1846, 13407, 9749, 4860, 3873, 4402, 5752, 2856, 13025, 14527, 17587, 11703, 7536, 4786, 18305, 7819]
41	1296514800000	[542, 13940, 5692, 544, 18399, 9777, 15984, 5100, 2521, 5544, 2502, 10107, 6902, 2193, 1100, 76, 9170, 14590, 3752, 7317, 9772, 3988, 15194, 12199, 7619]
923	1304700079065	[3590, 15415, 12581, 15109, 10068, 15892, 625, 8135, 1563, 17504, 12509, 8706, 3406, 8508, 3327, 5925, 2465, 16216, 9889, 769, 3708, 15769, 17158, 8212, 920]
1080	1214863200000	[810, 8864, 13999, 17438, 17568, 12782, 13948, 6652, 2065, 2959, 6573, 6663, 15407, 480, 18278, 13331, 8666, 17766, 4247, 5345, 3939, 1720, 3796, 11291, 16048]
1321	1254348000000	[498, 10754, 2572, 16947, 11191, 10509, 9370, 5032, 850, 17851, 5414, 120, 10632, 317, 2651, 18243, 9120, 17178, 85, 10819, 1836, 12495, 13394, 7922, 4094]
1140	1257030000000	[572, 7015, 11063, 1666, 2907, 7611, 15527, 12674, 13151, 18385, 11860, 15071, 10460, 9802, 13761, 17835, 900, 18074, 11773, 825, 10693, 10856, 1121, 9193, 7531]
819	1280613600000	[10822, 6065, 16788, 1201, 7575, 8715, 9734, 9598, 11852, 17485, 9132, 12144, 10618, 6495, 3031, 2742, 247, 16438, 9007, 14978, 3227, 6818, 17948, 7587, 9861]
211	1136070000000	[17702, 13913, 6022, 14289, 1274, 11397, 5893, 5675, 7781, 1989, 1511, 909, 13040, 11169, 3859, 8546, 10156, 7536, 10924, 896, 3549, 18241, 1424, 2619, 11164]
509	1228086000000	[6558, 14853, 953, 15164, 9754, 9627, 4959, 5767, 3157, 17059, 946, 2963, 927, 4795, 1047, 16327, 7287, 11338, 18204, 1364, 7818, 862, 7351, 5026, 6996]
985	1225494000000	[210, 16762, 10894, 2490, 6909, 4045, 8155, 13047, 1422, 4208, 7661, 12295, 4202, 16380, 1126, 18227, 2986, 10596, 9562, 5737, 4813, 11850, 15124, 17553, 9547]
1125	1170284400000	[1580, 11845, 12975, 12773, 7277, 14081, 3705, 4239, 17612, 4768, 2347, 9086, 6714, 13170, 4205, 1328, 700, 7926, 1543, 5767, 12166, 3806, 7247, 11611, 14385]
64	1201820400000	[68, 6795, 18249, 2689, 4833, 17379, 3257, 6752, 7864, 2036, 18387, 17279, 12689, 10517, 475, 6429, 7545, 1207, 17981, 6697, 17629, 15167, 17919, 17675, 2475]
509	1212271200000	[2269, 10871, 7880, 2693, 17203, 9161, 17286, 4612, 8565, 4328, 5191, 11085, 440, 6768, 11189, 17109, 14154, 16709, 2478, 108, 14614, 3531, 9906, 15521, 6679]
495	1283292000000	[12311, 1119, 9359, 11241, 4121, 8746, 15171, 17386, 11147, 6301, 6070, 9355, 7655, 17824, 2340, 6344, 2040, 2405, 5906, 18226, 7532, 12827, 5702, 17885, 9144]
1311	1185919200000	[2430, 8547, 17609, 13136, 17469, 906, 750, 5462, 13354, 5241, 3795, 15537, 15250, 4883, 5076, 13287, 13316, 4426, 11680, 16345, 12998, 13063, 18669, 10909, 14926]
1140	1243807200000	[13880, 14591, 708, 9451, 296, 4570, 10099, 8100, 11470, 17383, 16633, 2987, 17895, 1627, 9255, 15537, 1811, 5257, 4077, 8713, 1127, 6881, 3534, 10740, 15157]
211	1122847200000	[1079, 958, 971, 4363, 7784, 9495, 16827, 9, 138, 15707, 1142, 13316, 11331, 683, 10307, 13575, 2961, 10429, 16495, 8466, 16310, 14841, 10150, 788, 16139]
100	1267398000000	[340, 14069, 17368, 13315, 4173, 16150, 5125, 1143, 10046, 3482, 8530, 4501, 8871, 15160, 796, 12603, 1366, 3458, 2901, 7296, 9953, 9556, 9552, 11770, 1327]
730	1280613600000	[9700, 2176, 5170, 3194, 16203, 13019, 13313, 16890, 2855, 12896, 8276, 12303, 14877, 5627, 2209, 12965, 17904, 7084, 9863, 17216, 17405, 17148, 17428, 1487, 12966]
1216	1222812000000	[1715, 1359, 1534, 3492, 2710, 8965, 14942, 18440, 13688, 6213, 1433, 13836, 15302, 6120, 11640, 4310, 800, 2435, 4647, 14079, 17598, 16234, 12276, 5540, 2894]
986	1283292000000	[12139, 7777, 11598, 5392, 14344, 12348, 686, 1007, 18528, 12287, 17297, 367, 5212, 8224, 8915, 6621, 9140, 4427, 12705, 16823, 6456, 18453, 8501, 10810, 6134]
703	1272664800000	[2787, 14236, 1531, 6588, 6890, 16555, 2828, 1610, 9404, 1304, 9485, 14745, 9873, 3106, 8607, 15368, 8359, 6098, 8560, 455, 3508, 8929, 14453, 12830, 1149]
356	1283292000000	[1825, 18736, 5366, 5913, 10951, 7431, 10610, 2821, 6819, 12963, 17640, 5795, 18068, 3710, 15407, 18525, 5844, 4576, 1436, 7972, 8208, 7880, 5700, 3813, 5173]
1443	1243807200000	[712, 13936, 9446, 3743, 11217, 13218, 16679, 4983, 10119, 8990, 17851, 14568, 11241, 3684, 17285, 14895, 16340, 7723, 12311, 3870, 92, 4063, 15792, 7891, 18511]
93	1212271200000	[2587, 5652, 7406, 12676, 14647, 5929, 8843, 13727, 12596, 89, 4124, 10565, 4040, 13036, 5550, 163, 1305, 10563, 9039, 8804, 11727, 4536, 1926, 18428, 2307]
1510	1246399200000	[1504, 5768, 9804, 6422, 14157, 10088, 636, 10379, 4498, 8863, 1171, 1631, 2744, 3465, 14135, 5174, 14378, 907, 18070, 6521, 16497, 10864, 14241, 7551, 11738]
1889	1257030000000	[3739, 5706, 13286, 6936, 613, 7344, 14385, 13438, 2698, 16973, 9936, 8629, 13440, 370, 13862, 495, 8042, 944, 15238, 11632, 1977, 15813, 4189, 4242, 1190]
923	1291158000000	[290, 7638, 11631, 18216, 2659, 13001, 3169, 12716, 9532, 12934, 12163, 11110, 6640, 13426, 4521, 1094, 5337, 7213, 18335, 8658, 8113, 15905, 6282, 16908, 9740]
440	1285884000000	[2346, 9288, 1951, 9369, 669, 7075, 6962, 1947, 8993, 8301, 16949, 12363, 2392, 17813, 2700, 13234, 1294, 13890, 9945, 17373, 3040, 14096, 9128, 10582, 8079]
945	1183240800000	[7404, 13529, 8269, 13524, 922, 17734, 509, 13899, 15599, 7216, 1672, 13954, 6994, 5848, 15890, 16697, 3878, 5296, 4618, 15621, 15520, 16629, 5807, 11664, 14509]
